subject_id,session_id,age,sex,site,breed,weight (kg),global_total_cortvol,10_M132,11_M132,12_M132,13_M132,14_M132,1_M132,23_M132,24a_M132,24b_M132,24c_M132,24d_M132,25_M132,29_30_M132,2_M132,31_M132,32_M132,3_M132,44_M132,45A_M132,45B_M132,46d_M132,46v_M132,5_M132,7A_M132,7B_M132,7m_M132,7op_M132,8B_M132,8l_M132,8m_M132,8r_M132,9_46d_M132,9_46v_M132,9_M132,AIP_M132,Core_M132,DP_M132,Ento_M132,F1_M132,F2_M132,F3_M132,F4_M132,F5_M132,F6_M132,F7_M132,FST_M132,Gu_M132,IPa_M132,Ins_M132,LB_M132,LIP_M132,MB_M132,MIP_M132,MST_M132,MT_M132,OPAI_M132,Opro_M132,PBc_M132,PBr_M132,PGa_M132,PIP_M132,PO_M132,Peri_M132,Pi_M132,Pir_M132,ProM_M132,Pro_St_M132,S2_M132,STPc_M132,STPi_M132,STPr_M132,Sub_M132,TEMPORAL_POLE_M132,TEO_M132,TEOm_M132,TEa_m_a_M132,TEa_m_p_M132,TEad_M132,TEav_M132,TEpd_M132,TEpv_M132,TH_TF_M132,TPt_M132,V1_M132,V2_M132,V3A_M132,V3_M132,V4_M132,V4t_M132,V6A_M132,V6_M132,VIP_M132
sub-032217,ses-001,5.0,M,ohsu,Macaca mulatta,,18350.28008440637,107.9911170044148,80.07945448179828,324.4144681078524,110.50001709164123,161.33570557025175,232.8387070635299,365.2605825667574,26.647472838155263,47.46646345776851,107.78171850126951,124.96484128834517,117.05388047513556,23.406854187758704,416.5611302400438,76.5729817313501,109.33151471486815,475.54260835979545,65.48313232985882,79.81378052970796,73.40751375877315,144.7061283564738,172.66583945250514,306.737449391706,243.92130082537773,90.54563112784774,297.7928186949704,107.82553206618226,181.22684769759246,115.9065364125665,169.86297879198236,54.79797404377026,87.30017126129381,84.55949449613638,127.18584413775528,27.447576377617246,134.06996126966723,121.98749947666865,92.44621993059437,955.0279559194731,509.21195309437655,165.6503911769356,87.974720712206,376.9039685341634,60.79814571557435,153.31718045301517,136.7932028238325,78.56628747508557,75.80224597848554,365.7654978401307,127.40255375031516,210.28196635828968,113.83848901470469,116.81752393266143,129.6454040833014,230.16440472800696,49.801656279356955,134.24893520900196,102.616376863787,121.84725126776992,161.68547108796366,81.70429952789502,1.4891687125725912,104.58756270609749,56.5031737836947,1.095740230529116,168.872846971441,122.44594981148454,333.0185857242017,145.23087243710094,214.01143520680463,88.28065452916508,24.20012501370054,268.3996595359289,307.6526720536585,100.22200564780728,108.24878294254607,139.88360034008446,80.93262979364957,115.25359644782807,227.75268235977205,183.58192982402625,133.90481570285155,57.58127251809694,2032.2498267300973,1400.6386309658571,138.3078146882972,471.63638753239707,646.0330980781234,41.88285029707466,279.4286763441895,85.27486632429917,38.37254121687868
sub-032217,ses-002,5.0,M,ohsu,Macaca mulatta,,18403.622577924198,92.82974237069888,70.89098481041681,310.20652273798567,107.20065974875595,148.69707252330093,233.83307419579307,385.8060576793595,26.635743745168387,49.92456684311811,100.8724406938161,125.69754288517973,115.33974164867787,25.296045593073245,440.3188141439847,68.67133356436848,100.4853199784992,519.3420436955156,68.96022434335079,74.417013016943,83.51588703904723,125.96341500688334,150.54632761584196,309.73343550316116,239.9051739290462,98.06877100711795,302.7109238328302,93.82911085244942,195.68157133600093,123.7483678245089,172.20369864903162,52.82503032633618,79.16106043275914,81.169553736579,125.25237662057303,22.13210565975598,128.43347458708863,128.3829766882286,79.49202230946806,1010.5726454030151,511.7239814845213,158.33579002444552,92.2676527729896,332.86935627632676,58.04077678827921,155.10802020160062,137.81119640107653,84.58707312970488,70.7769165698542,385.1986648172738,122.26232631017317,202.6829596902527,122.89358390428656,111.2504508926306,127.44179994394466,235.23385180037505,56.65689040983767,153.45731344513212,101.57836976966529,121.86292581524631,162.327579375029,87.676095264701,1.386686848152294,87.32164227868462,51.74604837831212,1.1340369441990101,147.69738891902867,112.55764054317562,367.6419953095219,140.187612835909,211.5533277046151,87.76642378362007,17.150783234229376,269.8928002095163,326.5407783733471,110.91202442554983,113.79343249115014,150.25977962138776,70.87744398207435,116.88482910484841,228.99995688544954,184.68933450174592,103.31911392234932,66.18308121638724,2058.944021991129,1379.00160897013,142.0520097342594,467.6524608087644,680.2987416582894,40.26211440650375,280.3173051711224,87.71481498779396,38.08689101787562
sub-032217,ses-003,5.0,M,ohsu,Macaca mulatta,,18453.22454387765,122.58374490405271,81.08433590253927,317.1308042097862,116.11143295439197,189.8970785251843,238.59820049535438,372.183959996865,23.86904945318749,41.529879621358326,113.33436440211108,132.85803219654392,116.29742586403933,23.08975456912701,430.10680582674286,75.80924428934958,110.41152527591458,477.6599522892452,66.01654187357391,78.23199975083257,79.06354814943674,150.1564782787365,167.42957663968107,325.7052978858379,254.71491888967813,89.79046771837017,317.2023553410835,99.76507731895434,181.5118835146208,139.5663244251597,173.69034088829383,62.32483234491136,80.52058238986504,88.74758268324622,126.22853169515402,26.044167840748155,129.54330965515422,137.88859480922474,103.4283546959283,971.9818969541604,493.0974349301211,163.5516221256414,88.75681759351251,377.869249963712,60.972214826652866,163.9190258467833,135.0644879143505,78.82170287825737,75.43410124367048,352.1999282032859,127.67823420285194,227.64540458385338,109.18267116838929,114.52999688327094,120.79578542153664,226.12052081305706,56.74177806114651,108.90065652617683,107.31008927706728,122.86900702788232,151.58658536753705,84.9160547853147,1.585205295353728,132.06766348566455,51.150290449255756,1.7977496028651403,174.64935062379365,97.06897941153862,320.0710234162452,136.02627721456042,198.83273943483843,98.26373069340804,31.51104270820114,232.65187250624214,296.78850623366253,101.00037044398915,103.60058633328691,141.6369694974695,86.64580483751138,100.80268822647476,215.7255482556473,187.2499500618659,126.82095110282897,57.59172230961819,2043.716270213185,1433.8479363279366,135.06565817024213,474.7132973239762,658.2972111063503,38.52019571866429,280.3222065434035,77.42466629772245,37.706455869331954
sub-032217,ses-004,5.0,M,ohsu,Macaca mulatta,,18488.93068168756,104.82062685684963,83.83429793036734,322.2772986902501,110.62423363942592,175.3507307267859,252.2032676905337,369.0900577199147,21.849664131266696,38.22321719191935,109.33528394678828,116.77942590480565,88.15386346372107,23.61232671035519,429.3280489642886,73.49130815520726,106.28995816224085,487.3667950126356,71.73634798678924,75.99270801729564,87.56963851488982,153.38935623999666,160.402085488613,317.2860726748688,255.72318249651337,91.74662123773754,316.0848201789635,104.01799328364588,176.63140722788938,122.72511707406683,174.0513225720439,57.560321760882246,83.47853303782712,83.12663758670536,138.8046538271144,27.58426933597465,133.78038843873006,132.16997851051943,81.69314734351323,961.0280302851405,494.50435799045204,161.00694375129288,91.99641181561844,358.172642620835,59.33720993043309,151.731181549036,140.25363196721807,76.83019050481671,75.95013427441025,359.2508155332527,142.4985591609589,214.1403919589463,117.18134132965238,112.00687553752331,122.1046342165829,227.20982479151382,41.261167807002465,121.46000297373332,106.50046739034352,131.5224583619573,163.73970790326567,86.82735822392921,1.748792827704348,124.82107053815787,57.26905602046124,1.673900296290781,172.56226732848629,113.04035458306755,330.83294359266284,128.5132539492139,206.53259350348432,108.4850349590018,17.5564185181339,263.78567826931214,309.1895722351411,105.58302455911233,107.16667398759688,142.3367634048018,85.13925637730772,122.47540173502728,232.34715858512666,192.04952080638975,119.08905929224582,59.493373880243155,2038.6822558418587,1454.75576726441,142.20823519730035,464.7615112899926,663.9640420339379,38.346450493589316,279.36172281085607,91.92784901249463,38.53233088430239
sub-032217,ses-005,5.0,M,ohsu,Macaca mulatta,,18525.26271084508,117.59676879044959,76.7565307098071,330.77149107296276,111.27975594828601,158.1066339705534,223.040752182333,371.7964597469094,21.521539270612518,42.88128350313906,103.10129410401653,142.19475205031068,122.5420175018174,24.53492076185651,437.95448538045963,75.17096178989621,106.08967728900248,482.8672982262932,69.31945561570774,74.2743934670089,74.85998959479568,139.0200779974717,157.58046767016165,306.79848511004366,240.35969080599156,91.66411775866597,301.91170826480516,100.3933700225268,187.65064182783246,125.69995469599347,171.37896076569177,52.79997549616712,77.53179773144156,80.58619431502335,122.85506199228749,29.71052446693077,138.69183423471466,127.55804204038445,85.72928067760976,984.1938272065258,516.9989855691691,165.806610983332,90.79520959959673,353.2246199858623,61.65870174657539,151.76403458927672,138.2696284487358,85.34988728187459,75.30078046081674,367.9154109056133,132.00245295112938,206.6374133676092,118.85827194486866,116.25393986940473,117.20931879637338,222.45631797012214,57.37588840739753,143.67470450802836,103.45146172232397,125.31514429309672,165.20329448899068,87.574498560065,1.486131869352265,110.44428782217392,50.96464647941621,1.351020736263004,155.47308864892463,110.27199324077169,352.57428471540186,149.60884321285536,207.55562903977582,108.20104103373814,14.37885893657045,260.365354575531,315.87186306191586,104.19057926812278,106.43395346841771,141.43642410882097,84.84317680287948,120.30508422971212,233.83276677665586,187.41100789391476,116.1995194608202,59.315910078498995,2059.77357718023,1418.999546688546,149.8333945610261,489.34436072282267,663.9030204508147,40.40844902101573,293.1956931631483,82.7870746355762,42.631078454619626
sub-032217,ses-006,5.0,M,ohsu,Macaca mulatta,,18557.1519533214,104.86858250836353,76.90337309968079,322.7697973457478,112.92156077384242,163.9735885672902,239.49997085135786,371.1468613596647,23.536220684083535,40.95509522451828,107.59548376552847,130.86064421530023,121.57383245274298,21.607879583332235,423.861979463391,73.2427384261561,109.30526105153864,481.9428885028214,70.1038007394798,76.51885893104428,75.39058686929675,140.8003684153202,160.4384750778426,316.9376963821275,256.64151657814983,89.81306360037206,318.93045421358846,100.89022200161538,185.38356141102136,121.49444800968061,165.98247186713974,59.463351408641415,85.43362192187023,88.42955371410875,129.4117335248906,29.196650904526475,138.1889361147855,139.0870112665334,74.9106967441909,961.5517146813038,479.84949575805456,163.06635440392748,89.31151112249519,370.72786214505294,61.752791250638815,147.26031171068138,139.55804426106494,80.23302943324047,76.31591093529934,364.36373748083014,132.3514985179776,219.12499443642028,121.55619972116727,116.4334751256156,127.20202702762198,227.84169518444872,56.28979565538994,133.28183859626938,103.57233981387763,124.78430391900271,160.97533952976744,81.00194126377856,1.8285823714444747,103.85621732196013,56.07180218998939,1.4781360857115584,171.1855422519576,110.93217296948603,334.58947029558425,141.0402328818401,207.5671270647106,99.81724316140311,15.629102926179419,256.38714678737193,302.0920485870425,101.54224630716813,108.50684733657098,143.88133223983277,86.53116108703641,118.08209302139913,218.53299864629577,186.42191878405768,111.08053249301406,59.81464373344192,2126.8965521081655,1490.2279786311667,147.84858140550392,461.9739749042798,654.3801268812083,40.19302668179678,283.0929724366853,89.72459779241854,37.52649439116941
sub-032217,ses-007,5.0,M,ohsu,Macaca mulatta,,18571.733608666105,106.2078953709947,87.45920733772682,329.3360454932129,112.72803114185731,172.9463407859111,249.73792252309306,376.934518576185,20.707354486955477,35.48243024238659,106.85960687946833,121.65919254593086,108.77945998381911,24.500467193586477,432.2335678466508,73.65412049891516,102.81074504547384,479.90503037109187,67.83339959932069,73.71244486371883,71.65411390152153,150.17076070076956,163.74065075393955,318.1671359313122,264.7060478295139,88.47762884491642,312.953507749984,105.23101723633786,181.30177654078065,125.96967174950022,170.41965875363073,59.82586227601354,86.87414997368246,84.65500540898694,140.01264164713763,29.024248717104193,133.30225354945333,131.6549895025805,86.65281747066844,941.4527956614817,489.1628181537567,162.19513808460314,92.41331407569298,387.76210373739485,67.6892168649328,155.81679816505286,137.10190604004222,74.76077661944477,77.03945707601183,362.91099928200316,130.70041137131864,236.35868020495047,117.08037226171834,118.76867934118658,121.43604741644882,231.7414417406779,47.38783060682736,126.54100447948645,109.37165775978981,122.22807921749198,163.39766985168725,88.402381541771,1.4433828886025066,140.25668964004927,64.13515314318228,1.3508786972728746,168.5616906341164,106.80321358952862,329.1756918268971,130.5425061682191,197.87084747432726,94.33758102975393,53.886654917824444,244.32899147237245,296.8037993221192,109.88899655140482,100.08046566753268,137.9319029888444,86.02054568294925,125.57048574808216,222.68668016281708,198.55136013289993,133.61033203264265,64.77050071951929,2057.870479455985,1445.9106177824424,145.86853495430253,472.8384803793393,641.5755674141112,41.05332490192722,282.279240355547,87.30128918166763,38.426424871922535
sub-032217,ses-008,5.0,M,ohsu,Macaca mulatta,,18813.05506963393,100.81190706554271,79.94343719400625,326.61408735096865,111.41497312308788,179.53420410332677,250.23608378143658,378.80548244009447,21.863562837012665,40.3149885436736,99.19634690137107,121.50184613721574,112.95325552251393,23.768272306230564,456.32677442586,72.88171095527319,110.98944151014922,502.26886964093586,71.0210571008372,78.569777485504,85.07474535613582,152.27192853398915,164.5048192755707,322.5423288461921,264.67867237922076,92.07714622825192,318.96259451069824,102.0375018705325,189.0754604451356,128.0442451791651,174.058119574215,59.004089134663616,85.24930504000803,86.68066854152204,138.18343086923582,30.128628171440617,142.4596838183111,135.25797021820406,96.73787423674979,969.5988870665459,493.64322758608205,159.73326773932394,89.064196563292,379.62217995151633,69.86752683960133,155.49502679180293,140.16900858151604,76.04764665090384,81.46490940351096,370.3744893739738,135.6646243595324,217.7760528239195,109.3070467316078,121.87132795539127,122.29639568538376,226.92544587582202,52.66963354859055,126.84165303684101,108.42385406999469,135.21145562294862,165.13345233610784,85.1981716587116,1.736115930569842,117.08728250219899,54.14358676637591,1.6522755882561024,179.90074367671298,115.17179853765003,337.6814142608942,140.307372621529,213.31196148369412,103.26990238047469,19.549498993364498,259.2333938832645,302.5886661873464,102.27247268095309,109.8785132913605,145.69818181234433,91.51363465144429,117.4257964667652,229.79034813540414,190.46631514145696,122.00959296424455,60.491187910885444,2083.025501760825,1494.6329296053705,146.6677898426764,471.01811030918714,657.1191633951506,38.371039772228634,281.48595848988435,88.10459454791784,39.00515513629607
sub-032218,ses-001,5.0,M,ohsu,Macaca mulatta,,16611.217684948566,90.3906466734942,73.6197565076103,308.2084906710597,98.4626007988479,129.9802493149744,196.77090877623576,278.6205161406116,18.96851265128827,24.950279851484478,99.32358178080787,59.502175609866505,105.82159275636941,22.127899472740886,400.5188691431182,62.93707289894083,77.08287636340812,404.05256216703316,75.58806779016284,67.91065998303439,69.8771561205243,86.33797445455534,160.28109341823392,292.39818084025535,227.8146567135034,81.8834212477101,254.8747287857298,99.72195519582486,170.11339641277257,99.95515048064092,170.12516664802428,52.53095448637542,85.43423112729558,85.398882469558,144.5461064920324,27.855982806626887,118.89033772006664,129.96817408752545,71.75452715415759,908.7953217035033,531.7610426593282,130.01147329350601,95.9698758248106,290.36897439681263,60.682797376100154,141.6264753376402,129.50346878231514,75.54303698066362,71.96435460486198,334.1024501557867,133.35671421337847,183.0445735312546,119.14580369767509,103.2613635806431,123.02665575938022,197.5024318277174,43.77641832027466,119.67459949996083,131.7966670303144,137.5361021180491,118.46362611708216,70.27650594629492,1.4016826545953773,108.93022543320816,47.43973538900051,1.2942402914035958,145.15106463681263,97.5922628570561,300.54667915047304,138.8160747077288,208.1129567955455,77.9602561873041,25.847955099755403,248.83152193517856,341.9032184511974,84.3486669010774,96.40091604182437,107.86136821133647,80.98668693133428,80.26085276361817,223.1662949034786,153.40013080810206,96.44091886131254,81.21527488273362,1730.9902269648408,1274.948351778002,126.01099678722188,409.848428835831,600.9181736646364,37.13254123350299,267.2170880674948,106.26195835641883,34.19080659668593
sub-032218,ses-002,5.0,M,ohsu,Macaca mulatta,,16607.24850014388,78.76041086162402,70.08110304302949,318.97625933843875,100.84373334676599,130.71457697335188,197.3079600396121,295.6534134383401,21.163364830156468,36.39849842660464,108.83535754792278,74.77397391584647,99.28734742394316,21.389136497907618,388.8642292488688,67.11555589376388,81.48397223785453,435.0363085843673,88.47052943598652,66.15391963509518,85.43437781716922,87.33797351085092,153.54823874778242,278.99421199228146,240.20790468824723,89.32890380903707,256.30516240946866,74.33329248145952,166.57107253218697,85.30956660239733,187.06523247397504,44.46357854737795,78.81873492073046,80.3928632205788,131.11941722887943,20.456248258261503,116.32050909212354,117.55518361565305,81.56078049070325,915.0644382022704,540.2834705686136,134.3949479637922,92.41001508108045,277.87390587159445,58.60089236052513,143.11072761514603,126.09028516983932,66.7850550102199,72.35338496078506,350.2633360287704,129.9368025104862,185.80878952139568,112.75698812865562,98.63637192904514,112.63492729483004,191.72562821430463,43.344078147758786,125.87055110582882,125.32650332513744,133.42693379952397,124.2325331516203,74.3186873918549,1.4254227623008244,104.7750870578252,39.25087049369673,1.3419891450650665,152.35436908104202,92.60900248764823,305.06379933375325,119.6580850384933,199.71619799786006,82.43373229406397,31.162955666218384,240.64184987764673,324.4491112521057,82.7004208765574,93.28008156896512,110.87751311503534,79.64255306577371,81.19198580511498,228.91472352838952,162.8528976655708,92.86972137618689,75.53926045009217,1743.0531815918403,1277.3530188125667,130.78679086681237,414.1566045639026,602.284727196342,34.762107404034474,271.0196367080438,107.72171076574145,31.6769357834695
sub-032218,ses-003,5.0,M,ohsu,Macaca mulatta,,16850.52053395978,97.75450083018289,68.9815803907956,311.97823698971837,93.44748379049527,131.01153360887153,203.67745129666181,299.2864568540731,23.02469687663083,33.62730007708525,104.9487371274623,67.06747533101804,97.68923604592733,20.47444409694499,392.14398689445,76.61613495176766,86.75001732712985,449.20182088607305,80.6117349701079,65.33668217917533,72.41886916120468,87.85250981255128,159.70498637871628,286.86268023616094,220.66800318786483,82.15435267873717,261.1723580798841,84.2962404570126,170.19347002836415,92.76402761713611,187.0241146641569,47.12134720281719,79.80953582592107,79.39361881319084,146.0057778539708,24.697054320616367,114.6175988948449,125.03480118794114,82.182217899648,919.7848822665883,536.9469958247239,139.60342990844475,90.2892329647129,267.03535525232246,56.28048500455935,140.36653552062575,134.22548578831245,75.44154274395679,72.03427877617474,358.6184932945324,128.5543352374035,203.11724726096165,117.60002281877169,101.55048031736834,115.84258949675751,196.93638713035497,45.866074738366756,130.20187105044553,124.77192456899974,133.3597847269274,120.65610086806537,80.74537195238712,1.3712952538307657,108.35652702815294,41.33586022100364,1.3927240363022142,143.59318681639766,93.02707530166015,312.3620254519139,125.39141158081388,205.4986626520517,79.10300969992142,27.51071736151833,242.72824885656996,349.06983408344956,81.94914821925158,93.72387753679413,115.0903139980035,75.4710921243388,84.02158755367691,232.78768091651318,157.77082378092402,85.80616331237896,69.83127090273344,1789.7217710184,1313.8861899338497,139.81711243914737,416.5167701793068,620.1740403227029,34.03446517249422,270.6419603470273,107.24754128923196,33.85616423234715
sub-032218,ses-004,5.0,M,ohsu,Macaca mulatta,,16748.89162046026,88.68403408207155,73.71786292106357,304.2940848951595,96.32950151489064,136.2422686187299,223.7960130214221,296.4038990836157,20.675440804736066,32.708431463012744,112.31816991301783,69.97321241397515,93.3679897161697,22.447034247767572,400.4520626623851,66.87321600011745,81.59487818721205,432.5155119395799,78.6889384185939,69.92333360980079,76.63071944773306,89.32779135470372,157.39573901836278,294.9275396238573,237.3694552333203,82.24694409203455,265.4821744412659,95.20083442892121,161.54381185007205,92.38447664214226,177.41284228284738,49.27532201156416,79.60019820437682,80.96462144948629,138.86857627840155,25.86836980823941,112.28804111207322,132.99716659399533,83.31893752775426,889.9826894146063,516.3883612408754,142.36829105933396,91.03687188811084,275.76647537576474,66.52397948109783,140.20876992042906,131.51909767151125,74.70067115539312,72.13522516881171,350.5314441293533,132.0965216701922,196.55504979654833,116.99724798377342,100.41546652931098,122.923487261571,194.90915634877024,44.66231421121615,118.74672466073628,128.05405630467607,137.2920507885458,123.96253333544372,82.25840816621799,1.3655064425284376,106.95775138856936,48.17897452110169,1.3458660550178176,137.61920923410813,88.3302057076447,318.61457640336897,137.16360325039327,207.02068145610392,83.11152503725701,40.49745146128295,253.8682304586829,313.34738048045347,87.07638931406586,95.28451132001702,115.66539299072114,76.74071286765053,78.1936310156888,226.18773300534005,150.4506968035615,95.43388605583796,77.23659187500337,1752.8780352824779,1278.732089043435,137.83805817902635,414.5817632982218,602.8894657130145,34.98065130085302,260.5286443041926,110.65691481203751,31.971152905842253
sub-032218,ses-005,5.0,M,ohsu,Macaca mulatta,,16924.48621105311,93.61185194201565,81.22983436524746,299.60895223866913,101.95770743296701,136.8380982993523,217.96940619555295,298.88397731322334,21.84685498029629,29.68243470943279,113.72591504996686,64.39302598743251,97.76236741794125,21.69660854068669,405.30863108085174,68.37575511304593,85.94054761006525,436.41271614800655,72.05921877628471,72.21026744783175,69.98534600080305,89.53527925683001,167.34224536362615,289.81112342759064,236.48535433358796,94.205983465734,263.680594787531,88.73435042953959,173.30776166641564,110.98192632890652,193.13177548961124,52.573396549937726,83.86619121657161,87.16359753146999,141.89398679751127,27.970382478366393,121.56322424758575,147.604216751764,82.00565139965643,885.633098581172,508.66275188854416,120.90921823609574,89.94958475567799,285.4149155216053,54.575117489150514,163.1206166943674,134.42511848170358,59.05147338139061,72.59221263021377,349.0564090107792,141.25360676386967,191.55698644770595,119.52804128482826,99.88547726699097,123.99067912070471,199.71600142832065,48.83602095437803,109.04783749720262,133.0094471861255,145.23057025777976,122.71449868837945,73.77980593023919,1.5044003299311979,113.25951593204849,38.98651311940523,1.7298602516578299,150.93600832548415,96.7720175621122,307.6760751721292,135.7645266175722,210.49814516966208,78.80763724849257,16.74180730246291,232.7732154935806,322.2287640979858,86.4040429582412,97.73920897377701,122.66666320001762,73.56764812336625,80.1919343754834,222.5177276729986,148.45570606266287,86.11983619260103,75.17267001201074,1830.881140251414,1323.2669411472107,125.82381628431091,406.92014843910505,612.5538848962179,35.76411472761919,271.66368377897146,111.20049367973205,32.60201598570996
sub-032218,ses-006,5.0,M,ohsu,Macaca mulatta,,16964.8764255807,84.47134649017731,72.63116270640052,309.1991909600893,100.36723167248344,132.8382747190111,213.6664098414451,293.6110332324964,20.017135345718348,32.68999585293667,99.06297850042247,66.42907771096611,104.33764921848177,22.259933806186975,414.63424872880347,72.7539760616384,81.02074341412421,445.03613535697747,78.24395969471502,67.85255698926179,72.05883808998968,86.67546778353267,163.69276125638828,293.54858951987757,233.88159493582657,86.75858624395468,265.513603616155,97.42553566155559,170.53266824676453,95.18693015046382,180.84390173009064,46.47629354837975,80.4710025267683,81.45921207029309,153.59486973702184,26.823255710912893,121.56962738709518,136.1188319995332,77.58478725508226,913.0340796474483,527.7425534793744,136.04552617849683,90.8085215457785,278.9798890372235,57.66718528964176,144.1855446084527,130.87610471112887,70.80346986703938,74.64738306645472,343.2842967625477,135.6297082300176,205.10287450545513,122.71928704367717,103.71522869677139,119.20388042073387,201.74769952415716,39.894228696404156,129.80811525354483,133.57114372151673,139.17229061813063,122.1389599097326,73.03263803859568,1.31748889321561,105.53936743044105,39.760083152062826,1.7666823580173778,144.41479872091782,94.23129904790859,315.62877621229234,143.43228119539023,213.39188769254636,76.98062100760728,44.31562164109122,258.8813510207888,330.7794950183231,81.60689308726667,101.87491235923204,118.27723237818685,79.80283974613418,81.03579548034318,235.2216610687827,155.73622169495127,88.59846320293383,65.45651140113651,1808.67038770729,1287.0352847665122,132.60207481850742,412.5514830701919,614.6876153004298,37.88210721911289,271.9902505850224,114.34834277103198,31.908588908688262
sub-032218,ses-007,5.0,M,ohsu,Macaca mulatta,,16857.626932813397,88.28596759819601,75.91179750370853,312.702309675735,103.24077173039191,139.11871282195943,211.93571307863684,297.50974678180427,19.305270395377423,30.897477712615885,104.59646464432332,64.3773921121294,93.03682066725612,22.40306285377392,404.2419900579165,71.96229748393071,87.18136669890795,417.43026878300907,81.84283738217925,65.36157185281967,77.17532967158378,86.35670267259157,156.31824928708465,296.3510544581507,237.99336896157095,84.30810918532632,266.23291684061707,80.13711862750745,169.09333219615945,89.544703218247,185.91107276354694,47.78346043045445,80.20073992014588,81.19932619622469,140.30407216007887,27.826078308022193,113.44213220831274,140.50644305891748,75.98865396361433,897.7164927633921,532.2036882833034,131.16936029513838,94.8795074693808,285.1459674560408,57.282381612896614,143.34232877582863,133.82906362474682,73.76811530065447,72.34756590215717,346.11718993830794,130.11800563861206,199.22813279748394,116.48941645030074,97.26436940506063,123.27838981133506,206.0933770914761,39.85071824648064,120.14570032633918,133.63302802583308,138.98296291492048,121.71942961654403,78.75022528463118,1.3634079385701057,102.61530629193973,43.43858341840728,1.24842517743596,142.70783479678576,112.38314447721207,319.66261971257353,138.9356456702908,211.39472857602766,79.69166198768701,19.518900606522134,245.9776099092896,340.35748558081565,87.27798121158777,93.56917912397049,116.65201160580479,72.89002653473399,76.708119768849,231.49689748084197,153.43124248742114,91.09207587638213,72.61532555152354,1805.997214224582,1281.6590980182668,134.42377907645255,416.24840288079616,616.1345157744481,40.08892678678974,266.63763068597024,109.54641007307701,30.49262051465087
sub-032218,ses-008,5.0,M,ohsu,Macaca mulatta,,16931.1338520461,100.16423083666953,78.63378152461439,309.0617851856663,99.33842662959027,145.68674318980212,210.5934382836529,299.21447044747697,19.17782155641619,30.867050620579526,114.63312715131315,63.78916860203995,98.99880607729854,20.416957047378528,404.94690569261667,67.55285593340325,84.90719576885607,437.4287245044831,88.27902509991979,63.51708499483216,76.63110311647132,88.38322329282741,149.65561153714015,282.90395398626936,232.51904742990325,83.78873587756034,273.5472816459974,91.36104671198144,178.79511335575094,87.94336710212652,183.92588899689434,48.28425326043517,88.48526172584845,80.94074193302885,149.24292503815224,25.75784458947397,121.73245807842704,135.69617182029555,69.07398642339935,889.3527795502273,542.6760094552645,132.82855878418235,93.83619118526366,286.5560540898802,57.40207060039264,151.4270095729616,134.20192950757215,72.55317018936081,74.05486099195309,351.40636552865925,136.461593509157,198.60911827503318,121.74520807596346,97.79078401099089,123.61263382786748,196.19504124230232,42.31384473655019,120.00203425025742,130.82312431862326,137.83272759746146,122.28487620532016,79.85480482250023,1.491342532390302,106.29596576172877,40.63194698847256,1.2281458035344677,143.82103381087236,96.30354866178287,321.83569324458404,130.5608977365941,209.42942195124252,86.35336745697617,16.667010958903976,256.7604485017941,323.5127307975503,93.01052854737733,97.2003772476306,135.8988069934013,76.80301246152408,90.64969401186768,224.40516126988686,164.12988632640767,91.89594272709581,72.94279826991935,1765.6210966430365,1301.6907242494196,139.61671386540806,410.05383292985863,615.5335191601101,32.79321041329917,269.70497822119,104.91634915465586,29.679259951245584
